loan_id,farmer_id,region,land_holding_acres,prior_loan_count,prior_defaults,crop_type,season,loan_amount,interest_rate,loan_to_land_ratio,repayment_status,days_overdue
L102542,F22542,Malshiras,6.5,1,0,Cotton,Kharif,76900,11.42,11831,"Paid On Time",0
L102543,F22543,Malshiras,10.2,3,1,Soybean,Kharif,125500,7.38,12304,"Paid Late",45
L102544,F22544,Indapur,0.6,2,0,Cotton,Rabi,15000,11.66,25000,"Paid On Time",0
L102545,F22545,Malshiras,2.2,2,1,Soybean,Kharif,34500,7.33,15682,Defaulted,345
L102546,F22546,Indapur,2.7,1,0,Soybean,Rabi,28300,9.48,10481,"Paid On Time",0
L102547,F22547,Phaltan,3.2,0,0,Jowar,Rabi,29300,11.62,9156,"Paid Late",40
L102548,F22548,Daund,3.1,3,0,Onion,Kharif,23900,8.34,7710,"Paid On Time",0
L102549,F22549,Daund,1.6,3,0,Wheat,Kharif,19200,11.19,12000,"Paid Late",58
L102550,F22550,Baramati,10.3,3,0,Cotton,Kharif,149100,9.97,14476,"Paid On Time",0
L102551,F22551,Phaltan,3.2,2,0,Soybean,Rabi,28200,11.31,8812,"Paid On Time",0
L102552,F22552,Indapur,4.9,0,0,Cotton,Rabi,58900,7.24,12020,Defaulted,386
L102553,F22553,Indapur,4.9,1,0,Jowar,Kharif,50500,9.78,10306,"Paid On Time",0
L102554,F22554,Baramati,1.4,0,0,Sugarcane,Kharif,15000,7.94,10714,"Paid On Time",0
L102555,F22555,Malshiras,2.9,1,0,Wheat,Kharif,26600,7.09,9172,"Paid On Time",0
L102556,F22556,Baramati,5.7,0,0,Cotton,Rabi,63700,10.44,11175,"Paid Late",13
L102557,F22557,Phaltan,8.1,0,0,Soybean,Kharif,85300,10.75,10531,"Paid Late",16
L102558,F22558,Malshiras,3,0,0,Cotton,Rabi,44900,10.68,14967,"Paid On Time",0
L102559,F22559,Baramati,1.5,2,0,Cotton,Kharif,21100,10.63,14067,"Paid On Time",0
L102560,F22560,Daund,2.5,2,0,Wheat,Kharif,20600,11,8240,"Paid On Time",0
L102561,F22561,Daund,2.9,1,0,Wheat,Kharif,32300,9.35,11138,"Paid On Time",0
L102562,F22562,Indapur,2.8,1,0,Cotton,Rabi,35400,8.74,12643,"Paid On Time",0
L102563,F22563,Phaltan,2.1,0,0,Sugarcane,Rabi,25400,10.85,12095,"Paid On Time",0
L102564,F22564,Daund,1.4,3,0,Jowar,Kharif,20100,10.33,14357,"Paid On Time",0
L102565,F22565,Daund,1.8,2,0,Soybean,Kharif,22500,8,12500,Defaulted,289
L102566,F22566,Daund,2.5,2,0,Wheat,Rabi,31100,9.18,12440,Defaulted,207
L102567,F22567,Malshiras,5.6,1,0,Soybean,Rabi,68600,7.91,12250,"Paid On Time",0
L102568,F22568,Phaltan,6.9,1,0,Wheat,Kharif,70100,10.89,10159,"Paid On Time",0
L102569,F22569,Indapur,3.9,0,0,Wheat,Rabi,49400,8.24,12667,"Paid On Time",0
L102570,F22570,Malshiras,1.8,2,1,Sugarcane,Rabi,23500,10.11,13056,"Paid On Time",0
L102571,F22571,Malshiras,2.6,6,1,Soybean,Kharif,30800,10.68,11846,"Paid On Time",0
L102572,F22572,Malshiras,1,1,0,Soybean,Kharif,15000,11.96,15000,"Paid On Time",0
L102573,F22573,Phaltan,8.2,0,0,Sugarcane,Kharif,114100,9.17,13915,Defaulted,231
L102574,F22574,Indapur,2.4,1,0,Wheat,Kharif,25000,11.36,10417,"Paid Late",27
L102575,F22575,Phaltan,4.6,3,1,Cotton,Rabi,38300,10.32,8326,"Paid On Time",0
L102576,F22576,Indapur,6.6,2,0,Sugarcane,Kharif,68400,7.04,10364,"Paid On Time",0
L102577,F22577,Indapur,9.5,0,0,Jowar,Kharif,101500,8.96,10684,"Paid On Time",0
L102578,F22578,Daund,6,2,0,Jowar,Kharif,43300,8.97,7217,"Paid On Time",0
L102579,F22579,Malshiras,2.8,1,0,Cotton,Rabi,30900,7.6,11036,"Paid On Time",0
L102580,F22580,Daund,5,2,0,Wheat,Kharif,48400,9.19,9680,"Paid Late",10
L102581,F22581,Indapur,9.3,2,0,Sugarcane,Kharif,119200,7.58,12817,"Paid On Time",0
L102582,F22582,Daund,2.4,1,0,Wheat,Kharif,19300,11.18,8042,"Paid On Time",0
L102583,F22583,Indapur,1.4,0,0,Soybean,Rabi,24200,8.81,17286,"Paid Late",19
L102584,F22584,Phaltan,2.1,1,0,Jowar,Kharif,38200,7.92,18190,Defaulted,138
L102585,F22585,Indapur,4.8,2,0,Soybean,Kharif,78400,10.01,16333,"Paid On Time",0
L102586,F22586,Daund,2.9,3,0,Cotton,Rabi,31400,11.29,10828,"Paid On Time",0
L102587,F22587,Indapur,3.5,2,0,Jowar,Kharif,48100,11.67,13743,"Paid Late",14
L102588,F22588,Indapur,5.3,0,0,Sugarcane,Rabi,87600,11.47,16528,"Paid On Time",0
L102589,F22589,Malshiras,2.1,0,0,Sugarcane,Kharif,24500,11.41,11667,"Paid On Time",0
L102590,F22590,Indapur,3.3,1,0,Soybean,Rabi,35000,8.74,10606,"Paid Late",26
L102591,F22591,Baramati,2.6,3,0,Wheat,Kharif,31500,9.53,12115,Defaulted,97
L102592,F22592,Indapur,9.1,0,0,Sugarcane,Kharif,131700,8.86,14473,"Paid On Time",0
L102593,F22593,Daund,5.9,2,0,Soybean,Kharif,87200,11.61,14780,"Paid On Time",0
L102594,F22594,Baramati,2.9,1,0,Cotton,Rabi,55300,7.46,19069,Defaulted,357
L102595,F22595,Indapur,2.8,1,0,Wheat,Rabi,36400,9.77,13000,"Paid On Time",0
L102596,F22596,Baramati,9.7,0,0,Onion,Kharif,118000,8.23,12165,"Paid On Time",0
L102597,F22597,Daund,9.3,2,0,Soybean,Kharif,98300,11.25,10570,"Paid On Time",0
L102598,F22598,Phaltan,4.8,3,0,Soybean,Kharif,73100,8.7,15229,"Paid On Time",0
L102599,F22599,Malshiras,3.6,1,1,Soybean,Kharif,55200,11.32,15333,"Paid On Time",0
L102600,F22600,Indapur,1.6,2,0,Sugarcane,Kharif,17300,11.64,10812,"Paid On Time",0
L102601,F22601,Malshiras,2.1,0,0,Jowar,Rabi,29700,7.86,14143,"Paid Late",28
L102602,F22602,Indapur,1.5,1,0,Jowar,Kharif,23400,10.77,15600,"Paid On Time",0
L102603,F22603,Phaltan,6.8,0,0,Jowar,Rabi,102500,8.75,15074,"Paid Late",20
L102604,F22604,Daund,1.6,1,0,Onion,Kharif,25900,9.02,16188,"Paid Late",9
L102605,F22605,Phaltan,2.8,3,1,Soybean,Rabi,47200,8.37,16857,"Paid On Time",0
L102606,F22606,Phaltan,1.1,2,0,Wheat,Kharif,15000,10.08,13636,"Paid On Time",0
L102607,F22607,Daund,1.3,2,1,Sugarcane,Kharif,15000,8.72,11538,"Paid Late",19
L102608,F22608,Indapur,5.4,1,1,Onion,Rabi,54600,10.7,10111,"Paid On Time",0
L102609,F22609,Daund,4.3,1,0,Wheat,Kharif,52400,10.89,12186,"Paid Late",35
L102610,F22610,Malshiras,3.6,3,0,Cotton,Rabi,38800,8.98,10778,"Paid On Time",0
L102611,F22611,Malshiras,2.8,2,0,Jowar,Rabi,40900,7.02,14607,"Paid Late",18
L102612,F22612,Malshiras,1.2,0,0,Wheat,Rabi,16200,7.33,13500,"Paid On Time",0
L102613,F22613,Baramati,2.6,2,0,Onion,Rabi,35400,8.37,13615,"Paid On Time",0
L102614,F22614,Daund,3.2,0,0,Jowar,Kharif,49200,11.77,15375,"Paid Late",19
L102615,F22615,Baramati,5.2,0,0,Jowar,Kharif,79600,8.97,15308,"Paid On Time",0
L102616,F22616,Phaltan,6.6,0,0,Soybean,Rabi,100700,10.72,15258,"Paid On Time",0
L102617,F22617,Malshiras,5.5,2,0,Soybean,Kharif,84200,11.68,15309,"Paid On Time",0
L102618,F22618,Baramati,4.3,1,1,Jowar,Kharif,55000,8.71,12791,Defaulted,166
L102619,F22619,Phaltan,3.6,3,0,Sugarcane,Kharif,62300,9.81,17306,Defaulted,156
L102620,F22620,Malshiras,4.1,1,0,Sugarcane,Rabi,61500,11.26,15000,"Paid On Time",0
L102621,F22621,Malshiras,2.5,1,0,Onion,Kharif,31100,10.07,12440,Defaulted,148
L102622,F22622,Indapur,3.8,2,0,Onion,Kharif,37100,7.56,9763,"Paid On Time",0
L102623,F22623,Baramati,3.2,4,0,Onion,Rabi,36300,10.85,11344,"Paid On Time",0
L102624,F22624,Malshiras,12.1,2,0,Sugarcane,Rabi,138400,11.52,11438,"Paid On Time",0
L102625,F22625,Malshiras,4.1,2,0,Cotton,Kharif,66000,10.84,16098,"Paid On Time",0
L102626,F22626,Daund,0.9,4,0,Onion,Kharif,15000,10.76,16667,"Paid On Time",0
L102627,F22627,Malshiras,2.7,1,0,Sugarcane,Rabi,29600,10.78,10963,Defaulted,106
L102628,F22628,Baramati,3,5,1,Soybean,Kharif,41700,10.06,13900,"Paid On Time",0
L102629,F22629,Phaltan,6,2,1,Cotton,Rabi,51200,8.24,8533,"Paid Late",43
L102630,F22630,Baramati,4.4,0,0,Jowar,Rabi,34400,11.55,7818,"Paid On Time",0
L102631,F22631,Malshiras,4.3,0,0,Soybean,Kharif,51000,7.64,11860,"Paid On Time",0
L102632,F22632,Phaltan,7.6,1,0,Cotton,Kharif,90000,11.14,11842,Defaulted,248
L102633,F22633,Malshiras,9.3,1,0,Soybean,Kharif,150400,8.8,16172,"Paid Late",24
L102634,F22634,Daund,5.4,5,0,Sugarcane,Kharif,81200,10.37,15037,Defaulted,147
L102635,F22635,Baramati,2.8,0,0,Wheat,Rabi,32700,11.03,11679,"Paid On Time",0
L102636,F22636,Baramati,2.9,0,0,Wheat,Kharif,34800,10.99,12000,"Paid On Time",0
L102637,F22637,Indapur,7.1,0,0,Wheat,Rabi,123000,7.81,17324,Defaulted,304
L102638,F22638,Phaltan,2.9,1,1,Soybean,Rabi,51800,10.05,17862,"Paid On Time",0
L102639,F22639,Baramati,3.4,2,0,Cotton,Kharif,47800,8.07,14059,"Paid On Time",0
L102640,F22640,Malshiras,2.7,7,0,Sugarcane,Kharif,37700,7.56,13963,Defaulted,353
L102641,F22641,Indapur,1.8,2,1,Onion,Kharif,26400,9.57,14667,Defaulted,342
L102642,F22642,Daund,11.5,0,0,Soybean,Kharif,115300,11.94,10026,Defaulted,176
L102643,F22643,Indapur,3.5,0,0,Soybean,Rabi,36000,11.91,10286,"Paid On Time",0
L102644,F22644,Daund,8.3,1,1,Cotton,Kharif,108300,9.87,13048,Defaulted,207
L102645,F22645,Daund,2.9,2,0,Onion,Kharif,41600,10.86,14345,Defaulted,126
L102646,F22646,Baramati,2.4,1,0,Jowar,Kharif,24400,8.25,10167,"Paid On Time",0
L102647,F22647,Daund,5.1,1,0,Sugarcane,Kharif,60000,8.12,11765,"Paid On Time",0
L102648,F22648,Phaltan,6.5,1,0,Wheat,Rabi,73500,10.53,11308,"Paid On Time",0
L102649,F22649,Malshiras,6.8,5,0,Soybean,Rabi,88200,10.93,12971,"Paid On Time",0
L102650,F22650,Indapur,3.2,0,0,Jowar,Rabi,42800,10.71,13375,"Paid On Time",0
L102651,F22651,Malshiras,5.5,3,2,Onion,Rabi,59900,7.52,10891,Defaulted,90
L102652,F22652,Malshiras,2.5,0,0,Wheat,Rabi,36900,8.78,14760,Defaulted,152
L102653,F22653,Malshiras,3.8,0,0,Jowar,Kharif,44700,7.22,11763,"Paid On Time",0
L102654,F22654,Indapur,3,1,0,Soybean,Rabi,47500,10.93,15833,"Paid On Time",0
L102655,F22655,Malshiras,2.7,1,0,Cotton,Kharif,48600,8.56,18000,"Paid On Time",0
L102656,F22656,Daund,3.9,0,0,Wheat,Kharif,30900,9.15,7923,"Paid Late",11
L102657,F22657,Baramati,1.8,1,0,Wheat,Rabi,28200,9.89,15667,"Paid On Time",0
L102658,F22658,Indapur,6.2,1,0,Cotton,Rabi,68500,7,11048,Defaulted,317
L102659,F22659,Phaltan,2.7,2,0,Soybean,Rabi,36500,8.77,13519,"Paid On Time",0
L102660,F22660,Baramati,6.1,1,0,Sugarcane,Kharif,70300,10.64,11525,Defaulted,197
L102661,F22661,Daund,2,4,1,Cotton,Rabi,34700,8.43,17350,"Paid On Time",0
L102662,F22662,Phaltan,2.7,1,0,Jowar,Kharif,26700,9.85,9889,Defaulted,232
L102663,F22663,Baramati,1.7,1,0,Sugarcane,Kharif,15000,11.89,8824,Defaulted,317
L102664,F22664,Daund,1.7,1,0,Jowar,Rabi,21500,7.59,12647,"Paid On Time",0
L102665,F22665,Indapur,2.2,4,2,Cotton,Kharif,24700,8.34,11227,Defaulted,311
L102666,F22666,Daund,2,2,0,Wheat,Rabi,15000,10.42,7500,"Paid On Time",0
L102667,F22667,Indapur,1.8,3,0,Onion,Rabi,26500,9.99,14722,Defaulted,258
L102668,F22668,Malshiras,3.6,1,0,Jowar,Rabi,34800,11.89,9667,"Paid On Time",0
L102669,F22669,Baramati,5.1,1,0,Jowar,Kharif,69700,7.17,13667,"Paid Late",21
L102670,F22670,Malshiras,5.2,0,0,Cotton,Kharif,97900,11.39,18827,"Paid On Time",0
L102671,F22671,Phaltan,1.2,2,0,Cotton,Rabi,15000,9.44,12500,Defaulted,308
L102672,F22672,Malshiras,3,0,0,Wheat,Rabi,30200,8.13,10067,"Paid On Time",0
L102673,F22673,Malshiras,2.8,3,0,Jowar,Kharif,43700,9.52,15607,"Paid On Time",0
L102674,F22674,Baramati,7.7,1,0,Jowar,Kharif,88700,9.06,11519,Defaulted,107
L102675,F22675,Malshiras,3.1,3,1,Wheat,Kharif,36600,7.9,11806,"Paid On Time",0
L102676,F22676,Daund,3.4,0,0,Cotton,Rabi,44600,8.1,13118,"Paid On Time",0
L102677,F22677,Malshiras,1.4,0,0,Cotton,Kharif,15800,8.44,11286,"Paid On Time",0
L102678,F22678,Malshiras,2.1,2,1,Onion,Rabi,19900,9.76,9476,Defaulted,198
L102679,F22679,Daund,1.4,3,0,Soybean,Kharif,15000,7.42,10714,"Paid On Time",0
L102680,F22680,Indapur,3.7,4,2,Jowar,Kharif,43200,7.44,11676,"Paid On Time",0
L102681,F22681,Baramati,7.9,0,0,Wheat,Rabi,81500,8.66,10316,Defaulted,363
L102682,F22682,Baramati,2.2,2,0,Onion,Rabi,24600,10.54,11182,"Paid On Time",0
L102683,F22683,Indapur,3.1,3,0,Jowar,Kharif,56900,11.89,18355,"Paid Late",44
L102684,F22684,Malshiras,2,2,1,Cotton,Kharif,21700,7.06,10850,Defaulted,93
L102685,F22685,Daund,2.4,0,0,Jowar,Rabi,32600,11.86,13583,"Paid Late",15
L102686,F22686,Daund,3.8,2,0,Cotton,Kharif,46600,10.43,12263,"Paid On Time",0
L102687,F22687,Indapur,10.1,1,0,Soybean,Kharif,144600,11.5,14317,"Paid Late",46
L102688,F22688,Daund,7.6,2,0,Jowar,Rabi,74400,9.68,9789,"Paid On Time",0
L102689,F22689,Phaltan,9,0,0,Cotton,Kharif,101300,9.31,11256,"Paid On Time",0
L102690,F22690,Malshiras,6.1,1,0,Cotton,Rabi,50800,10.93,8328,Defaulted,364
L102691,F22691,Phaltan,3.1,1,0,Wheat,Kharif,24100,9.76,7774,"Paid On Time",0
L102692,F22692,Phaltan,2.8,0,0,Onion,Rabi,28800,11.49,10286,Defaulted,259
L102693,F22693,Malshiras,2.2,1,1,Sugarcane,Rabi,24400,11.47,11091,"Paid Late",57
L102694,F22694,Daund,0.7,2,0,Wheat,Rabi,15000,9.65,21429,"Paid On Time",0
L102695,F22695,Malshiras,3,0,0,Soybean,Rabi,37900,9.87,12633,"Paid On Time",0
L102696,F22696,Indapur,7.9,2,0,Soybean,Rabi,93000,9.28,11772,"Paid On Time",0
L102697,F22697,Baramati,7.9,5,0,Wheat,Kharif,60100,10.45,7608,"Paid Late",27
L102698,F22698,Daund,12.4,1,0,Soybean,Kharif,136600,10.41,11016,"Paid Late",44
L102699,F22699,Baramati,4,4,0,Jowar,Kharif,53600,10.25,13400,"Paid On Time",0
L102700,F22700,Baramati,1.6,1,0,Wheat,Rabi,23600,7.31,14750,Defaulted,269
L102701,F22701,Malshiras,4.9,2,0,Onion,Kharif,63200,11.82,12898,"Paid On Time",0
L102702,F22702,Phaltan,10.2,2,0,Jowar,Kharif,158800,8.68,15569,"Paid On Time",0
L102703,F22703,Indapur,8.6,3,0,Sugarcane,Kharif,104900,8.23,12198,"Paid On Time",0
L102704,F22704,Malshiras,2.6,0,0,Jowar,Rabi,36500,8.06,14038,"Paid On Time",0
L102705,F22705,Baramati,1.7,0,0,Wheat,Kharif,18600,7.35,10941,"Paid On Time",0
L102706,F22706,Indapur,1.7,1,0,Sugarcane,Kharif,22200,9.29,13059,Defaulted,179
L102707,F22707,Phaltan,2.3,2,0,Wheat,Rabi,22500,7.21,9783,"Paid On Time",0
L102708,F22708,Indapur,2.5,2,1,Jowar,Rabi,22500,7.8,9000,"Paid On Time",0
L102709,F22709,Phaltan,2.9,1,0,Sugarcane,Rabi,31400,7.03,10828,"Paid On Time",0
L102710,F22710,Malshiras,5.3,2,0,Soybean,Kharif,59900,7.87,11302,"Paid Late",46
L102711,F22711,Baramati,2.9,2,0,Soybean,Rabi,44400,11.98,15310,"Paid On Time",0
L102712,F22712,Baramati,3.7,2,1,Soybean,Kharif,36700,9.71,9919,"Paid Late",14
L102713,F22713,Malshiras,1.3,2,1,Jowar,Kharif,15300,7.34,11769,"Paid On Time",0
L102714,F22714,Daund,2.2,3,1,Sugarcane,Kharif,39400,9.82,17909,"Paid On Time",0
L102715,F22715,Daund,2.1,0,0,Jowar,Kharif,15000,10,7143,"Paid On Time",0
L102716,F22716,Daund,1.2,2,0,Jowar,Rabi,21500,9.74,17917,"Paid On Time",0
L102717,F22717,Daund,2.8,2,0,Soybean,Kharif,41000,8.68,14643,"Paid On Time",0
L102718,F22718,Phaltan,1.3,2,2,Soybean,Rabi,15000,10.29,11538,"Paid On Time",0
L102719,F22719,Daund,2.7,4,0,Sugarcane,Rabi,28300,7.71,10481,Defaulted,164
L102720,F22720,Baramati,3.8,3,0,Sugarcane,Kharif,47400,8.1,12474,"Paid On Time",0
L102721,F22721,Phaltan,8,1,1,Soybean,Kharif,115400,11.97,14425,Defaulted,366
L102722,F22722,Phaltan,2,3,1,Cotton,Rabi,29600,9.08,14800,Defaulted,204
L102723,F22723,Baramati,3.8,1,0,Jowar,Kharif,44900,7.74,11816,"Paid On Time",0
L102724,F22724,Indapur,2.4,1,0,Wheat,Kharif,21000,8.09,8750,"Paid On Time",0
L102725,F22725,Phaltan,1.3,2,1,Sugarcane,Kharif,19800,10.62,15231,Defaulted,195
L102726,F22726,Phaltan,8.1,0,0,Cotton,Kharif,139200,7.58,17185,Defaulted,101
L102727,F22727,Baramati,3.9,1,0,Jowar,Kharif,51000,8.77,13077,"Paid On Time",0
L102728,F22728,Baramati,4.7,1,1,Cotton,Rabi,56500,8.64,12021,"Paid Late",27
L102729,F22729,Daund,8.9,1,0,Wheat,Kharif,113300,8.14,12730,"Paid Late",57
L102730,F22730,Daund,2.7,2,0,Sugarcane,Kharif,25900,9.38,9593,"Paid On Time",0
L102731,F22731,Malshiras,1.5,1,1,Onion,Rabi,20600,7.55,13733,"Paid Late",7
L102732,F22732,Daund,2,1,0,Soybean,Rabi,16100,9.28,8050,"Paid Late",36
L102733,F22733,Malshiras,1.5,1,0,Soybean,Rabi,16800,7.16,11200,"Paid On Time",0
L102734,F22734,Indapur,6.8,2,0,Soybean,Kharif,98700,11.85,14515,"Paid On Time",0
L102735,F22735,Daund,10.4,1,0,Cotton,Rabi,153900,10.02,14798,"Paid On Time",0
L102736,F22736,Baramati,3.8,3,0,Wheat,Kharif,51200,7.38,13474,"Paid Late",55
L102737,F22737,Daund,5.4,5,0,Sugarcane,Kharif,40900,7.95,7574,Defaulted,141
L102738,F22738,Baramati,6.2,2,1,Sugarcane,Rabi,44400,10.68,7161,Defaulted,302
L102739,F22739,Daund,9.2,2,1,Sugarcane,Kharif,87500,10.66,9511,"Paid On Time",0
L102740,F22740,Indapur,10.2,1,1,Wheat,Rabi,140300,8.82,13755,Defaulted,372
L102741,F22741,Baramati,1,0,0,Jowar,Rabi,15000,7.74,15000,Defaulted,367
L102742,F22742,Baramati,2.4,2,0,Sugarcane,Kharif,18000,9.68,7500,"Paid On Time",0
L102743,F22743,Daund,3.5,0,0,Jowar,Kharif,54100,8.38,15457,Defaulted,109
L102744,F22744,Malshiras,2.2,1,1,Jowar,Kharif,16300,7.48,7409,"Paid Late",38
L102745,F22745,Baramati,3,2,1,Sugarcane,Kharif,32400,8.73,10800,Defaulted,211
L102746,F22746,Daund,4.6,0,0,Sugarcane,Rabi,68100,10.76,14804,"Paid On Time",0
L102747,F22747,Indapur,4.5,0,0,Cotton,Rabi,48500,8.77,10778,"Paid Late",25
L102748,F22748,Malshiras,6.1,3,0,Sugarcane,Rabi,86100,7.2,14115,"Paid On Time",0
L102749,F22749,Daund,3.6,1,1,Jowar,Rabi,35300,7.6,9806,"Paid On Time",0
L102750,F22750,Malshiras,0.8,1,0,Soybean,Kharif,15000,9.98,18750,"Paid On Time",0
L102751,F22751,Indapur,2.8,4,1,Soybean,Kharif,33400,9.61,11929,"Paid On Time",0
L102752,F22752,Baramati,4.3,2,0,Wheat,Kharif,51600,10.37,12000,"Paid On Time",0
L102753,F22753,Daund,6.4,2,0,Cotton,Rabi,65900,9.86,10297,Defaulted,332
L102754,F22754,Phaltan,5.8,2,0,Jowar,Kharif,56600,9.49,9759,Defaulted,158
L102755,F22755,Malshiras,3.3,1,0,Wheat,Kharif,32200,9.38,9758,"Paid On Time",0
L102756,F22756,Malshiras,2.3,0,0,Cotton,Kharif,30300,11.81,13174,"Paid On Time",0
L102757,F22757,Malshiras,3.4,0,0,Soybean,Kharif,38500,11.31,11324,"Paid On Time",0
L102758,F22758,Phaltan,1.1,1,0,Cotton,Rabi,15900,8.91,14455,"Paid On Time",0
L102759,F22759,Indapur,2.4,1,0,Onion,Rabi,21900,10.27,9125,"Paid On Time",0
L102760,F22760,Daund,7.1,0,0,Soybean,Kharif,130600,7.1,18394,"Paid On Time",0
L102761,F22761,Baramati,3.4,0,0,Jowar,Kharif,47700,7.1,14029,"Paid On Time",0
L102762,F22762,Daund,4.4,1,0,Onion,Kharif,51500,8.59,11705,"Paid Late",59
L102763,F22763,Indapur,1.4,0,0,Soybean,Kharif,15000,10.77,10714,Defaulted,152
L102764,F22764,Baramati,6.4,3,0,Wheat,Kharif,61600,11.63,9625,"Paid Late",8
L102765,F22765,Indapur,3.2,3,0,Soybean,Rabi,36300,10.41,11344,"Paid Late",41
L102766,F22766,Daund,4.3,0,0,Sugarcane,Rabi,40900,10.53,9512,"Paid On Time",0
L102767,F22767,Indapur,4.9,1,0,Onion,Rabi,59800,7.16,12204,"Paid On Time",0
L102768,F22768,Malshiras,6.2,1,0,Soybean,Rabi,94600,11.65,15258,Defaulted,302
L102769,F22769,Daund,3.9,0,0,Jowar,Kharif,48400,7.43,12410,"Paid On Time",0
L102770,F22770,Malshiras,3.2,0,0,Wheat,Rabi,37600,11.73,11750,"Paid On Time",0
L102771,F22771,Phaltan,1.6,0,0,Sugarcane,Rabi,19500,7.71,12188,"Paid On Time",0
L102772,F22772,Baramati,1.3,1,0,Soybean,Kharif,15000,7.17,11538,"Paid On Time",0
L102773,F22773,Indapur,3.9,1,0,Sugarcane,Kharif,37200,9.82,9538,"Paid Late",6
L102774,F22774,Phaltan,4.3,4,1,Sugarcane,Kharif,57000,7.57,13256,Defaulted,225
L102775,F22775,Daund,4.8,3,0,Wheat,Kharif,49100,7.14,10229,"Paid On Time",0
L102776,F22776,Indapur,2.1,1,0,Sugarcane,Kharif,38200,10.34,18190,"Paid On Time",0
L102777,F22777,Daund,2.5,1,0,Onion,Kharif,32600,10.69,13040,Defaulted,364
L102778,F22778,Malshiras,3.8,0,0,Soybean,Rabi,59400,8.46,15632,"Paid On Time",0
L102779,F22779,Indapur,2.7,4,0,Soybean,Rabi,38100,9.67,14111,"Paid On Time",0
L102780,F22780,Baramati,13,2,1,Cotton,Rabi,114400,9.93,8800,"Paid On Time",0
L102781,F22781,Indapur,2.4,0,0,Sugarcane,Rabi,29100,7.8,12125,"Paid On Time",0
L102782,F22782,Malshiras,4.5,3,2,Wheat,Rabi,55000,9.2,12222,"Paid On Time",0
L102783,F22783,Phaltan,5.7,0,0,Cotton,Kharif,93000,10.18,16316,"Paid On Time",0
L102784,F22784,Malshiras,5.9,0,0,Wheat,Kharif,76300,11.43,12932,"Paid On Time",0
L102785,F22785,Malshiras,2.6,2,0,Soybean,Rabi,24300,9.09,9346,"Paid On Time",0
L102786,F22786,Baramati,4.9,0,0,Cotton,Rabi,36600,10.5,7469,"Paid On Time",0
L102787,F22787,Indapur,4.5,1,0,Soybean,Rabi,55800,9.51,12400,"Paid On Time",0
L102788,F22788,Baramati,5,2,0,Cotton,Kharif,71200,10.54,14240,Defaulted,330
L102789,F22789,Baramati,3.8,2,1,Cotton,Rabi,47100,10.94,12395,"Paid On Time",0
L102790,F22790,Malshiras,5.8,2,0,Jowar,Kharif,95900,9.65,16534,"Paid On Time",0
L102791,F22791,Malshiras,4.1,0,0,Sugarcane,Kharif,46200,7.31,11268,"Paid On Time",0
L102792,F22792,Baramati,1.5,0,0,Cotton,Kharif,15000,11.38,10000,"Paid Late",34
L102793,F22793,Phaltan,4,1,0,Soybean,Rabi,31800,10,7950,"Paid On Time",0
L102794,F22794,Daund,4.3,2,0,Soybean,Kharif,52400,10,12186,"Paid Late",29
L102795,F22795,Baramati,5.5,2,0,Onion,Kharif,92200,9.55,16764,"Paid On Time",0
L102796,F22796,Malshiras,3.9,0,0,Jowar,Rabi,53500,7.87,13718,"Paid On Time",0
L102797,F22797,Malshiras,9.4,3,1,Jowar,Kharif,103100,9.43,10968,"Paid On Time",0
L102798,F22798,Daund,3.3,1,0,Soybean,Rabi,46700,9.68,14152,"Paid On Time",0
L102799,F22799,Phaltan,2.5,0,0,Soybean,Kharif,20200,8.92,8080,"Paid On Time",0
L102800,F22800,Indapur,7.7,1,0,Sugarcane,Rabi,112700,7.75,14636,"Paid On Time",0
L102801,F22801,Phaltan,3.3,1,0,Jowar,Kharif,44500,10.81,13485,"Paid Late",38
L102802,F22802,Daund,3.7,1,0,Soybean,Rabi,30800,9.28,8324,"Paid On Time",0
L102803,F22803,Malshiras,4.3,1,1,Cotton,Rabi,47400,10.5,11023,Defaulted,223
L102804,F22804,Baramati,4.1,3,0,Wheat,Kharif,33300,7.23,8122,"Paid On Time",0
L102805,F22805,Baramati,5,2,0,Jowar,Rabi,53900,9.52,10780,"Paid On Time",0
L102806,F22806,Malshiras,5.3,2,0,Soybean,Rabi,59000,7.37,11132,"Paid On Time",0
L102807,F22807,Indapur,2.4,2,1,Sugarcane,Kharif,23000,10.67,9583,"Paid On Time",0
L102808,F22808,Indapur,1.7,1,0,Onion,Rabi,23900,9.9,14059,"Paid On Time",0
L102809,F22809,Phaltan,1.8,1,0,Sugarcane,Rabi,16800,9.26,9333,"Paid On Time",0
L102810,F22810,Baramati,7.2,2,0,Onion,Kharif,59200,11.86,8222,Defaulted,160
L102811,F22811,Daund,3.1,0,0,Soybean,Rabi,38000,8.63,12258,"Paid Late",23
L102812,F22812,Indapur,5.7,0,0,Onion,Kharif,47600,9.11,8351,Defaulted,299
L102813,F22813,Baramati,5.4,0,0,Onion,Rabi,79000,10.69,14630,"Paid On Time",0
L102814,F22814,Malshiras,3.7,4,1,Soybean,Rabi,39300,9.63,10622,"Paid Late",27
L102815,F22815,Baramati,2,4,2,Jowar,Kharif,15000,10.29,7500,"Paid Late",31
L102816,F22816,Baramati,5.5,1,0,Sugarcane,Kharif,81000,11.88,14727,"Paid On Time",0
